Sr.No,Ticket Ref ID,Category,Sub Category,Description,Created Date,Updated Date,Status,Remark
829,TKT-000829,Technical Support,Network,System error related to network component,2024-03-29 00:00:00,2025-08-19 00:00:00,Raised,Additional information required
830,TKT-000830,Security,Suspicious Activity,Customer reported problem with suspicious activity functionality,2025-06-21 00:00:00,2025-07-29 00:00:00,Raised,Awaiting customer response
831,TKT-000831,Account Issue,Login Problem,Customer reported problem with login problem functionality,2024-04-04 00:00:00,2025-07-02 00:00:00,Processing,Duplicate ticket
832,TKT-000832,Performance,Timeout,Customer reported problem with timeout functionality,2024-12-14 00:00:00,2025-08-18 00:00:00,Resolved,Additional information required
833,TKT-000833,General Inquiry,Product Info,Unable to access product info features properly,2024-05-15 00:00:00,2024-08-28 00:00:00,Processing,Duplicate ticket
834,TKT-000834,Payment Issue,Card Declined,Issue with card declined requiring immediate attention,2024-11-14 00:00:00,2024-12-06 00:00:00,Processing,Additional information required
835,TKT-000835,Security,Unauthorized Access,Issue with unauthorized access requiring immediate attention,2025-06-17 00:00:00,2025-09-09 00:00:00,Resolved,In progress
836,TKT-000836,Integration,Data Sync,Customer reported problem with data sync functionality,2024-11-24 00:00:00,2025-03-06 00:00:00,Raised,Pending review
837,TKT-000837,Feature Request,Integration,System error related to integration component,2024-04-30 00:00:00,2024-09-16 00:00:00,Raised,Escalated to technical team
838,TKT-000838,Feature Request,New Feature,Issue with new feature requiring immediate attention,2025-07-27 00:00:00,2025-08-28 00:00:00,Processing,Resolved successfully
839,TKT-000839,Performance,High CPU,Unable to access high cpu features properly,2024-11-22 00:00:00,2025-04-09 00:00:00,Raised,Pending review
840,TKT-000840,Integration,Third Party,Customer reported problem with third party functionality,2024-03-13 00:00:00,2025-01-25 00:00:00,Resolved,Invalid request
841,TKT-000841,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2024-01-30 00:00:00,2025-05-26 00:00:00,Processing,Awaiting customer response
842,TKT-000842,Payment Issue,Card Declined,Issue with card declined requiring immediate attention,2025-03-12 00:00:00,2025-06-20 00:00:00,Raised,Duplicate ticket
843,TKT-000843,Integration,Data Sync,Request for data sync support and guidance,2024-12-06 00:00:00,2025-03-17 00:00:00,Processing,Duplicate ticket
844,TKT-000844,Integration,Third Party,Issue with third party requiring immediate attention,2025-04-24 00:00:00,2025-05-18 00:00:00,Rejected,Pending review
845,TKT-000845,Security,Compliance,Customer reported problem with compliance functionality,2024-08-17 00:00:00,2024-10-29 00:00:00,Resolved,Additional information required
846,TKT-000846,Payment Issue,Transaction Failed,Request for transaction failed support and guidance,2024-11-28 00:00:00,2025-07-18 00:00:00,Rejected,In progress
847,TKT-000847,Billing,Pricing Query,Issue with pricing query requiring immediate attention,2024-12-25 00:00:00,2025-08-27 00:00:00,Rejected,Escalated to technical team
848,TKT-000848,Feature Request,Integration,Unable to access integration features properly,2025-08-11 00:00:00,2025-08-19 00:00:00,Processing,Closed as per customer request
849,TKT-000849,Billing,Refund Request,Unable to access refund request features properly,2024-03-13 00:00:00,2025-01-16 00:00:00,Rejected,Closed as per customer request
850,TKT-000850,Integration,Webhook,Customer reported problem with webhook functionality,2024-09-06 00:00:00,2025-06-13 00:00:00,Raised,Duplicate ticket
851,TKT-000851,Payment Issue,Card Declined,Request for card declined support and guidance,2024-08-01 00:00:00,2025-07-22 00:00:00,Rejected,Closed as per customer request
852,TKT-000852,Integration,Data Sync,Unable to access data sync features properly,2024-08-29 00:00:00,2024-11-25 00:00:00,Processing,Duplicate ticket
853,TKT-000853,Billing,Pricing Query,Request for pricing query support and guidance,2025-07-22 00:00:00,2025-07-28 00:00:00,Rejected,Escalated to technical team
854,TKT-000854,Feature Request,API,Issue with api requiring immediate attention,2025-09-04 00:00:00,2025-09-05 00:00:00,Rejected,Additional information required
855,TKT-000855,Security,Unauthorized Access,Issue with unauthorized access requiring immediate attention,2024-08-10 00:00:00,2024-10-20 00:00:00,Processing,Escalated to technical team
856,TKT-000856,General Inquiry,Training,Unable to access training features properly,2024-10-25 00:00:00,2025-05-12 00:00:00,Rejected,Resolved successfully
857,TKT-000857,Bug Report,Performance Bug,Request for performance bug support and guidance,2025-08-06 00:00:00,2025-08-25 00:00:00,Rejected,Additional information required
858,TKT-000858,Billing,Invoice Issue,Unable to access invoice issue features properly,2025-06-06 00:00:00,2025-07-27 00:00:00,Raised,Pending review
859,TKT-000859,Technical Support,Network,Unable to access network features properly,2024-02-24 00:00:00,2024-02-24 00:00:00,Resolved,Awaiting customer response
860,TKT-000860,Feature Request,New Feature,Customer reported problem with new feature functionality,2025-03-18 00:00:00,2025-08-16 00:00:00,Rejected,Additional information required
861,TKT-000861,Payment Issue,Currency Issue,System error related to currency issue component,2025-03-21 00:00:00,2025-08-07 00:00:00,Raised,Escalated to technical team
862,TKT-000862,Security,Data Breach,Customer reported problem with data breach functionality,2025-07-22 00:00:00,2025-08-15 00:00:00,Resolved,Closed as per customer request
863,TKT-000863,General Inquiry,Documentation,Customer reported problem with documentation functionality,2024-05-17 00:00:00,2024-05-22 00:00:00,Processing,In progress
864,TKT-000864,General Inquiry,Training,System error related to training component,2024-05-19 00:00:00,2024-07-01 00:00:00,Raised,Closed as per customer request
865,TKT-000865,Security,Compliance,Unable to access compliance features properly,2024-07-03 00:00:00,2025-02-20 00:00:00,Rejected,Invalid request
866,TKT-000866,Security,Compliance,Request for compliance support and guidance,2024-08-19 00:00:00,2024-11-22 00:00:00,Rejected,In progress
867,TKT-000867,Integration,Webhook,Customer reported problem with webhook functionality,2025-05-28 00:00:00,2025-07-01 00:00:00,Rejected,Invalid request
868,TKT-000868,Integration,Data Sync,Issue with data sync requiring immediate attention,2024-02-08 00:00:00,2025-09-11 00:00:00,Rejected,Additional information required
869,TKT-000869,Billing,Pricing Query,Issue with pricing query requiring immediate attention,2024-05-25 00:00:00,2025-06-02 00:00:00,Resolved,Duplicate ticket
870,TKT-000870,Performance,Slow Response,Unable to access slow response features properly,2024-03-31 00:00:00,2024-12-07 00:00:00,Rejected,Awaiting customer response
871,TKT-000871,Performance,High CPU,Unable to access high cpu features properly,2024-02-24 00:00:00,2025-02-09 00:00:00,Processing,Duplicate ticket
872,TKT-000872,Security,Compliance,Unable to access compliance features properly,2024-12-05 00:00:00,2025-07-08 00:00:00,Resolved,Pending review
873,TKT-000873,Feature Request,Enhancement,Issue with enhancement requiring immediate attention,2025-09-03 00:00:00,2025-09-07 00:00:00,Resolved,In progress
874,TKT-000874,Security,Data Breach,Unable to access data breach features properly,2024-02-22 00:00:00,2024-12-16 00:00:00,Processing,Pending review
875,TKT-000875,Security,Unauthorized Access,Customer reported problem with unauthorized access functionality,2025-06-01 00:00:00,2025-06-10 00:00:00,Resolved,Pending review
876,TKT-000876,General Inquiry,Documentation,Request for documentation support and guidance,2024-09-20 00:00:00,2024-09-27 00:00:00,Processing,Escalated to technical team
877,TKT-000877,Integration,Third Party,System error related to third party component,2025-01-13 00:00:00,2025-08-07 00:00:00,Raised,Pending review
878,TKT-000878,Bug Report,Security Bug,Customer reported problem with security bug functionality,2025-06-24 00:00:00,2025-06-28 00:00:00,Resolved,Awaiting customer response
879,TKT-000879,General Inquiry,Service Query,System error related to service query component,2025-02-26 00:00:00,2025-09-11 00:00:00,Rejected,Resolved successfully
880,TKT-000880,Security,Data Breach,Customer reported problem with data breach functionality,2025-08-14 00:00:00,2025-09-06 00:00:00,Resolved,In progress
881,TKT-000881,Feature Request,New Feature,Issue with new feature requiring immediate attention,2024-06-20 00:00:00,2025-02-12 00:00:00,Rejected,Duplicate ticket
882,TKT-000882,Feature Request,API,Unable to access api features properly,2024-08-27 00:00:00,2025-03-09 00:00:00,Rejected,Duplicate ticket
883,TKT-000883,Feature Request,Enhancement,Unable to access enhancement features properly,2025-03-21 00:00:00,2025-03-24 00:00:00,Resolved,Duplicate ticket
884,TKT-000884,Payment Issue,Duplicate Charge,Unable to access duplicate charge features properly,2024-02-12 00:00:00,2024-05-21 00:00:00,Resolved,Closed as per customer request
885,TKT-000885,Integration,Data Sync,Request for data sync support and guidance,2024-10-03 00:00:00,2025-02-16 00:00:00,Processing,Pending review
886,TKT-000886,Integration,Webhook,System error related to webhook component,2024-09-04 00:00:00,2025-08-14 00:00:00,Raised,Invalid request
887,TKT-000887,Account Issue,Password Reset,Request for password reset support and guidance,2025-07-14 00:00:00,2025-07-14 00:00:00,Processing,Awaiting customer response
888,TKT-000888,Technical Support,Configuration,Issue with configuration requiring immediate attention,2025-06-21 00:00:00,2025-07-04 00:00:00,Rejected,Additional information required
889,TKT-000889,Bug Report,Performance Bug,Request for performance bug support and guidance,2024-07-16 00:00:00,2024-08-02 00:00:00,Processing,Awaiting customer response
890,TKT-000890,Technical Support,Software,Unable to access software features properly,2024-05-04 00:00:00,2025-05-01 00:00:00,Processing,Awaiting customer response
891,TKT-000891,Integration,Third Party,System error related to third party component,2025-08-02 00:00:00,2025-08-13 00:00:00,Processing,Escalated to technical team
892,TKT-000892,Feature Request,Integration,System error related to integration component,2024-03-18 00:00:00,2025-06-25 00:00:00,Resolved,Closed as per customer request
893,TKT-000893,Account Issue,Profile Update,Customer reported problem with profile update functionality,2024-03-16 00:00:00,2024-12-24 00:00:00,Processing,Closed as per customer request
894,TKT-000894,Payment Issue,Duplicate Charge,Issue with duplicate charge requiring immediate attention,2024-09-21 00:00:00,2025-02-03 00:00:00,Raised,Duplicate ticket
895,TKT-000895,Billing,Pricing Query,Customer reported problem with pricing query functionality,2025-02-06 00:00:00,2025-03-23 00:00:00,Rejected,Awaiting customer response
896,TKT-000896,General Inquiry,Training,Customer reported problem with training functionality,2024-04-18 00:00:00,2025-07-14 00:00:00,Resolved,Awaiting customer response
897,TKT-000897,Technical Support,Hardware,Issue with hardware requiring immediate attention,2025-08-08 00:00:00,2025-08-24 00:00:00,Rejected,In progress
898,TKT-000898,Security,Data Breach,Issue with data breach requiring immediate attention,2024-02-08 00:00:00,2025-03-13 00:00:00,Resolved,Escalated to technical team
899,TKT-000899,Account Issue,Access Rights,Unable to access access rights features properly,2024-01-04 00:00:00,2025-06-14 00:00:00,Rejected,Duplicate ticket
900,TKT-000900,Payment Issue,Currency Issue,Issue with currency issue requiring immediate attention,2025-07-07 00:00:00,2025-08-04 00:00:00,Processing,Closed as per customer request
901,TKT-000901,Security,Unauthorized Access,Unable to access unauthorized access features properly,2025-07-02 00:00:00,2025-08-16 00:00:00,Resolved,Pending review
902,TKT-000902,Payment Issue,Card Declined,Issue with card declined requiring immediate attention,2025-01-09 00:00:00,2025-05-25 00:00:00,Resolved,Awaiting customer response
903,TKT-000903,Security,Suspicious Activity,Customer reported problem with suspicious activity functionality,2024-06-29 00:00:00,2025-04-08 00:00:00,Processing,Closed as per customer request
904,TKT-000904,Bug Report,Performance Bug,System error related to performance bug component,2024-04-19 00:00:00,2025-04-21 00:00:00,Rejected,Awaiting customer response
905,TKT-000905,Security,Data Breach,Customer reported problem with data breach functionality,2024-02-06 00:00:00,2024-08-21 00:00:00,Processing,Resolved successfully
906,TKT-000906,Security,Compliance,Issue with compliance requiring immediate attention,2025-07-07 00:00:00,2025-08-15 00:00:00,Rejected,Invalid request
907,TKT-000907,Security,Unauthorized Access,Issue with unauthorized access requiring immediate attention,2024-12-13 00:00:00,2025-01-10 00:00:00,Resolved,In progress
908,TKT-000908,Payment Issue,Card Declined,Customer reported problem with card declined functionality,2025-06-19 00:00:00,2025-08-16 00:00:00,Raised,Resolved successfully
909,TKT-000909,Billing,Invoice Issue,Customer reported problem with invoice issue functionality,2025-05-15 00:00:00,2025-08-06 00:00:00,Processing,Duplicate ticket
